socio_id,socio_membresia_id,tipo_pago,monto,fecha_pago,metodo_pago,numero_recibo,estado
21,73,Otro,472.99,2025-11-20 21:47:59,Tarjeta,7522b934-2694-471a-a1f8-f8643cb34e7c,Pendiente
4,97,Otro,305.77,2025-11-20 21:47:59,Tarjeta,ba1c748b-7a17-4202-8a06-81f81c495e90,Anulado
66,87,Clase Adicional,205.07,2025-11-20 21:47:59,Efectivo,4be448f8-be6c-4902-a54a-af5acc720d69,Anulado
20,35,Clase Adicional,156.7,2025-11-20 21:47:59,Efectivo,5328cdaf-fcd3-4e19-838c-8dd54d5cbd28,Pendiente
32,15,Membresía,369.92,2025-11-20 21:47:59,Efectivo,52027f4c-30bf-44aa-8dac-774603d262e4,Anulado
94,26,Membresía,485.15,2025-11-20 21:47:59,Transferencia,8941ae19-59e3-412f-94fc-18457a6d5d97,Pendiente
6,22,Otro,406.8,2025-11-20 21:47:59,Cheque,8cddcdbb-5daf-453b-8436-54bf366f3cf1,Pagado
88,37,Membresía,306.48,2025-11-20 21:47:59,Transferencia,8ae017a9-e763-4a53-b01f-07d80dd5852a,Anulado
81,48,Clase Adicional,109.02,2025-11-20 21:47:59,Efectivo,495ca37d-2141-4ede-91d3-1e921d3018e1,Pagado
52,10,Penalización,285.77,2025-11-20 21:47:59,Efectivo,3c8f6068-ce12-4a5a-8a27-f95eae64d429,Anulado
81,18,Clase Adicional,215.58,2025-11-20 21:47:59,Transferencia,6934e66a-a9dc-42c1-a728-1e5962e0f6ed,Pendiente
68,97,Membresía,34.13,2025-11-20 21:47:59,Tarjeta,e05d8efc-9cbf-47a6-8c0c-7430b98518ee,Anulado
79,66,Membresía,92.83,2025-11-20 21:47:59,Cheque,93d8c145-7e9a-410d-8b7b-b6fed4bf819e,Pagado
12,50,Membresía,180.41,2025-11-20 21:47:59,Cheque,03bb46cc-85b2-4993-b5f0-16290e8d9254,Pagado
11,84,Penalización,310.47,2025-11-20 21:47:59,Efectivo,fb9e71e9-35b4-413b-8505-6d2327a087ae,Anulado
46,22,Otro,317.5,2025-11-20 21:47:59,Efectivo,2ae94006-714d-4b29-a3c7-6a270b628c02,Pendiente
40,55,Membresía,368.04,2025-11-20 21:47:59,Efectivo,9c40707e-9dda-460c-8995-35e45a096cde,Pendiente
49,62,Membresía,417.63,2025-11-20 21:47:59,Tarjeta,c52e0bf0-eb0f-4b72-bf86-18051a854a3c,Pagado
13,39,Membresía,277.9,2025-11-20 21:47:59,Efectivo,930b8d3a-35e0-4970-a4bb-61118127e2e3,Pagado
83,100,Penalización,494.55,2025-11-20 21:47:59,Tarjeta,338267f7-2a98-4abe-86d2-a7346f5bc303,Pendiente
83,82,Membresía,411.66,2025-11-20 21:47:59,Cheque,e8b7d600-c025-4809-b866-48576a4549be,Anulado
54,66,Otro,371.4,2025-11-20 21:47:59,Transferencia,8f9558c1-06d2-41c3-a823-83f50ffcc79f,Anulado
95,60,Membresía,312.24,2025-11-20 21:47:59,Cheque,78a7abb9-c39c-4cbe-b2f5-b36fd8361cae,Anulado
19,43,Otro,105.47,2025-11-20 21:47:59,Efectivo,a9e1a39a-38cd-4d71-8d62-b4a196cc5374,Pagado
98,76,Membresía,242.96,2025-11-20 21:47:59,Transferencia,e232b818-9d43-4bd0-8e26-5e2d049adbb2,Anulado
77,54,Clase Adicional,216.18,2025-11-20 21:47:59,Efectivo,d52e5c5b-2f8b-4b39-8a76-2226af4bf1f4,Pendiente
32,83,Clase Adicional,333.7,2025-11-20 21:47:59,Efectivo,ce436d54-6cba-4fa0-a71f-1f0803a47630,Pagado
92,40,Otro,178.9,2025-11-20 21:47:59,Tarjeta,7b34aaf7-4728-4444-9979-657076b76a19,Pendiente
33,44,Otro,331.67,2025-11-20 21:47:59,Transferencia,12b7a55d-e027-4859-93bc-012b2c1b1d90,Anulado
25,4,Clase Adicional,38.91,2025-11-20 21:47:59,Tarjeta,15e40ac8-2055-432b-bd6a-1d7e4078e52c,Anulado
93,3,Penalización,473.76,2025-11-20 21:47:59,Efectivo,c85d19f0-569a-43e1-ae9a-e87faaa0087b,Pagado
52,74,Otro,74.81,2025-11-20 21:47:59,Cheque,4244a14f-da09-48ee-b028-75cab603eb13,Pendiente
23,16,Clase Adicional,264.56,2025-11-20 21:47:59,Cheque,a5b2d627-b7f1-4c8d-ab4b-1fa99bec791b,Pendiente
97,17,Penalización,384.89,2025-11-20 21:47:59,Transferencia,7759aaa6-7fe5-4a87-a886-9a39f7929697,Pendiente
27,48,Otro,258.07,2025-11-20 21:47:59,Tarjeta,1ddb8432-cf3f-4da3-848f-9c7ba358c131,Pagado
14,55,Penalización,66.66,2025-11-20 21:47:59,Transferencia,60512e44-ead9-492a-bf48-59ecd58043d1,Anulado
24,74,Membresía,180.15,2025-11-20 21:47:59,Transferencia,c31858ac-f68f-4305-8abc-59899da5185d,Pagado
84,76,Penalización,63.32,2025-11-20 21:47:59,Cheque,a43fb996-4f49-4ca0-9867-9d3f9fc3ee6c,Anulado
97,70,Penalización,472.99,2025-11-20 21:47:59,Cheque,3738be28-b1d6-495d-91f7-a0aeaa607963,Pendiente
16,10,Penalización,166.9,2025-11-20 21:47:59,Tarjeta,4feeae5e-2933-4175-98f3-69c00e1c9625,Pendiente
53,5,Membresía,55.19,2025-11-20 21:47:59,Transferencia,f68af3ec-7c5f-40dd-b0c0-b5bc5394e675,Pagado
72,79,Membresía,64.46,2025-11-20 21:47:59,Transferencia,6654fc32-9b4e-41e0-88f3-298ec7f1c5c2,Pendiente
44,49,Clase Adicional,483.89,2025-11-20 21:47:59,Cheque,9e34195c-0705-45f3-94a6-eb1b98026488,Pagado
45,53,Otro,88.73,2025-11-20 21:47:59,Efectivo,401a1820-6772-4b59-b993-4cbc5f4db9a9,Anulado
77,54,Membresía,197.42,2025-11-20 21:47:59,Cheque,4adedb6b-29d5-4ba8-ac25-75a998418079,Pagado
29,74,Membresía,146.96,2025-11-20 21:47:59,Tarjeta,6bd94560-0638-4ab1-9c3b-91d941c1d6ed,Pagado
11,18,Otro,465.77,2025-11-20 21:47:59,Efectivo,4f65d174-7339-4c8a-9c7f-656c525f4d3a,Pagado
43,7,Membresía,224.42,2025-11-20 21:47:59,Cheque,1b3a936c-d9eb-43f6-b590-09f2c1cb799a,Pendiente
83,4,Membresía,372.79,2025-11-20 21:47:59,Cheque,1d19f7bd-ade8-43e8-b188-25e1ed119bc3,Pendiente
39,69,Penalización,173.05,2025-11-20 21:47:59,Efectivo,4c367651-b673-4024-be51-3956af4565dd,Pagado
64,53,Otro,221.58,2025-11-20 21:47:59,Tarjeta,832bd0e5-ac37-4fe4-addd-ba9cf8760c10,Pagado
95,7,Penalización,236.47,2025-11-20 21:47:59,Transferencia,4b4dcdfe-2c52-4a58-bf8b-d5dc4c7252b1,Pendiente
7,33,Clase Adicional,402.54,2025-11-20 21:47:59,Transferencia,a572ee68-e5d1-434d-93e8-16d5a1015f02,Anulado
72,5,Clase Adicional,159.45,2025-11-20 21:47:59,Efectivo,d13d4573-794c-4f13-933a-573ed229710c,Anulado
76,56,Membresía,244.27,2025-11-20 21:47:59,Tarjeta,ae8068bf-72e7-4ee6-8ec9-e9d3f32af969,Pendiente
77,32,Penalización,242.28,2025-11-20 21:47:59,Tarjeta,39a2c12c-060a-46d8-a225-514fad099c7f,Pendiente
93,13,Penalización,208.06,2025-11-20 21:47:59,Efectivo,fcfb99ab-2cf8-427e-80e0-d6e847e93322,Pendiente
75,90,Clase Adicional,318.62,2025-11-20 21:47:59,Efectivo,f8bbdb0f-be60-4b4c-930e-24218433f218,Anulado
68,49,Otro,287.37,2025-11-20 21:47:59,Transferencia,445f160d-9598-44b5-b334-1f1d86e494f6,Pagado
85,79,Otro,252.48,2025-11-20 21:47:59,Transferencia,b89e23d1-9de4-4687-bd98-60de68b74fd7,Pagado
49,44,Otro,325.08,2025-11-20 21:47:59,Transferencia,bf1ec8a4-166c-4231-9f9b-52249ed3539a,Pagado
34,67,Penalización,187.02,2025-11-20 21:47:59,Cheque,83b98848-9c3d-486e-9c97-8b3a4f686e46,Pendiente
75,29,Otro,490.0,2025-11-20 21:47:59,Tarjeta,09d04db0-6bbe-419b-bc71-f2fa4400ea82,Pendiente
32,73,Penalización,337.83,2025-11-20 21:47:59,Efectivo,dfee4c22-6317-4cf0-a39a-6e3694690512,Pendiente
74,86,Clase Adicional,14.89,2025-11-20 21:47:59,Cheque,11d92ddc-ed38-4180-a732-eb5c6122d268,Pagado
13,91,Clase Adicional,281.02,2025-11-20 21:47:59,Tarjeta,b4d02314-5da9-440e-8862-fa0379ef1012,Pagado
21,11,Penalización,249.18,2025-11-20 21:47:59,Transferencia,237e8ad1-4786-45f6-a31c-c7a913e1bd40,Pendiente
3,51,Membresía,113.82,2025-11-20 21:47:59,Cheque,83bd08e6-763b-4e82-abf4-ebb18f77c679,Pagado
90,12,Penalización,114.17,2025-11-20 21:47:59,Efectivo,486ac6b0-c4f9-4498-8696-122775f49415,Pendiente
60,98,Otro,137.42,2025-11-20 21:47:59,Transferencia,dfaf2551-2fe4-441e-b1a7-da5210b7542a,Anulado
4,91,Penalización,259.15,2025-11-20 21:47:59,Tarjeta,a8e3e5aa-b878-4002-8c5c-65d2ce076c93,Pagado
47,20,Clase Adicional,119.15,2025-11-20 21:47:59,Transferencia,66bfdd6e-ef80-4410-b6c0-b9d9ccfd5a91,Pendiente
88,6,Clase Adicional,26.68,2025-11-20 21:47:59,Cheque,00a9af37-9469-4e59-b2b9-eeb2c23893f5,Pendiente
61,14,Penalización,203.01,2025-11-20 21:47:59,Cheque,d412c8c0-0fb7-4e36-94bb-4ee64c246faf,Pendiente
13,71,Clase Adicional,429.68,2025-11-20 21:47:59,Cheque,4240751f-26ca-42f4-bb5d-962cccbd1e37,Pendiente
65,1,Membresía,136.98,2025-11-20 21:47:59,Tarjeta,69452a61-2923-4b83-a03a-206532d985fa,Anulado
31,96,Otro,312.32,2025-11-20 21:47:59,Cheque,1608de56-d20b-4bf4-bb04-d2a7fdebc575,Pendiente
86,22,Penalización,194.49,2025-11-20 21:47:59,Cheque,7225b7f4-e4a3-4133-8df3-8173973e8747,Anulado
29,85,Penalización,187.83,2025-11-20 21:47:59,Efectivo,4feaf664-84f2-41f2-8082-702fe7bc2e05,Pagado
52,98,Otro,285.24,2025-11-20 21:47:59,Tarjeta,f0ebf5d0-ac34-4b13-8867-0c6a3e1e3e5b,Pendiente
70,37,Penalización,259.06,2025-11-20 21:47:59,Efectivo,9d84a250-813c-4d8c-98b6-048b2fc17439,Pagado
65,53,Clase Adicional,404.65,2025-11-20 21:47:59,Efectivo,e3fee4b7-7756-4ca8-b3ae-6377cabcf37f,Pagado
65,36,Otro,391.97,2025-11-20 21:47:59,Cheque,c284098d-7c8a-4d1b-b73f-274249a57b1c,Pendiente
91,41,Otro,228.12,2025-11-20 21:47:59,Cheque,9b58c661-862a-4e72-a991-7565ed4f024a,Anulado
23,33,Otro,395.12,2025-11-20 21:47:59,Transferencia,ba0b23c8-4e94-42d7-a5b8-d0585c3b8327,Pagado
79,58,Membresía,25.22,2025-11-20 21:47:59,Efectivo,5b8b0caf-1364-4888-86ce-9965da4ee9c3,Pagado
10,80,Clase Adicional,129.26,2025-11-20 21:47:59,Tarjeta,3c98cfb4-329b-45c8-9357-ec9937d2f92e,Pagado
58,49,Otro,291.12,2025-11-20 21:47:59,Cheque,2f329ef3-a8a5-4517-852b-8cdf8c8f00e4,Anulado
47,1,Membresía,245.41,2025-11-20 21:47:59,Tarjeta,d1152e97-893c-4695-8ac1-cadd59e90069,Pendiente
39,71,Membresía,306.29,2025-11-20 21:47:59,Transferencia,dae794ce-5ca4-408e-8a5d-582882dce330,Pendiente
35,10,Membresía,339.51,2025-11-20 21:47:59,Transferencia,3b2939dc-2360-4541-8a54-5262da5051e9,Anulado
92,48,Membresía,464.9,2025-11-20 21:47:59,Efectivo,76ade3a3-1e8d-4012-8e45-892371b0a11e,Pagado
27,68,Clase Adicional,28.74,2025-11-20 21:47:59,Tarjeta,fa692b09-5a00-4829-8bce-8ba5913da0cd,Anulado
35,41,Otro,420.88,2025-11-20 21:47:59,Efectivo,1542f030-91bd-4574-ac46-3e88527b012a,Pendiente
32,91,Otro,347.23,2025-11-20 21:47:59,Tarjeta,69be321b-4af0-4428-bf17-2112510c0ff1,Pendiente
7,64,Membresía,365.66,2025-11-20 21:47:59,Transferencia,57438f06-7e8e-42ef-976f-707a36c1909c,Pendiente
27,54,Otro,238.78,2025-11-20 21:47:59,Transferencia,75fc4f3c-ba36-4f37-ba16-1ad551fb4208,Pagado
93,40,Penalización,374.56,2025-11-20 21:47:59,Cheque,b5407573-89dc-47af-8fec-33c74ff9e190,Anulado
26,98,Penalización,378.49,2025-11-20 21:47:59,Efectivo,b501df4b-2744-451b-b060-ea3bfbec66b8,Pendiente
19,37,Penalización,178.6,2025-11-20 21:47:59,Cheque,2ff776aa-4185-4335-b658-08a8e50bb024,Pagado
68,28,Membresía,297.89,2025-11-20 21:47:59,Efectivo,46e7a3ff-06da-41a9-aca9-bca82d11fc0c,Pendiente
32,8,Clase Adicional,354.87,2025-11-20 21:47:59,Efectivo,0a5c7eb8-c1f9-42b4-805d-ea735a7f0d8a,Pagado
6,60,Clase Adicional,111.66,2025-11-20 21:47:59,Transferencia,2e5101ff-1961-4790-97d0-a74840b550de,Pendiente
72,30,Penalización,204.94,2025-11-20 21:47:59,Tarjeta,95a63c67-af07-47a4-85d2-09e370c31d2e,Anulado
85,53,Clase Adicional,390.85,2025-11-20 21:47:59,Cheque,e66d9aaa-1559-44b1-87b2-354812937a6f,Anulado
8,54,Clase Adicional,182.77,2025-11-20 21:47:59,Transferencia,05ce89f6-fd59-4465-af1c-1bc043cd7b0c,Pagado
87,31,Membresía,467.86,2025-11-20 21:47:59,Tarjeta,68ad0203-92ee-4f06-917f-c37a9d87914c,Pagado
95,85,Membresía,235.98,2025-11-20 21:47:59,Transferencia,28f69a75-7ecc-4e3a-9894-aa7bd69a4146,Anulado
49,7,Clase Adicional,444.76,2025-11-20 21:47:59,Transferencia,57c12358-a2f2-4982-91b9-57b1326e5b02,Pendiente
50,68,Penalización,164.02,2025-11-20 21:47:59,Cheque,7a745d78-4c64-4ab2-ac02-6c24ecaff13e,Pendiente
37,4,Penalización,97.37,2025-11-20 21:47:59,Tarjeta,3a57b62c-6e46-42c1-b493-314fd2dd3629,Pendiente
57,10,Otro,482.23,2025-11-20 21:47:59,Tarjeta,fc16c8a2-d26e-4017-875f-5cc4f5b29055,Pagado
17,82,Penalización,37.53,2025-11-20 21:47:59,Transferencia,76dcbfaa-8ca1-4d02-a319-59c8c235347e,Anulado
98,6,Penalización,232.33,2025-11-20 21:47:59,Cheque,d0382234-2d5d-4144-9429-061c1daa4bc6,Pendiente
2,99,Membresía,197.01,2025-11-20 21:47:59,Cheque,804c90cc-2c19-41fc-87a8-14656ff2d26e,Pendiente
34,76,Membresía,189.03,2025-11-20 21:47:59,Efectivo,aa33aa6c-e0dc-4644-a06f-8edf6259125d,Anulado
11,15,Membresía,79.53,2025-11-20 21:47:59,Efectivo,9a30f910-0aef-4807-adda-9e4ca2bd10ca,Pagado
37,87,Clase Adicional,76.4,2025-11-20 21:47:59,Transferencia,ae0f709f-b341-4d81-872c-fd6ed11dbaf0,Pagado
61,67,Membresía,291.14,2025-11-20 21:47:59,Transferencia,d5c5d856-2b4d-442f-a6f5-d49dd22673a6,Pagado
31,55,Membresía,440.53,2025-11-20 21:47:59,Tarjeta,cdb9f25f-284e-4987-8d5a-49579c7224a5,Pendiente
76,12,Membresía,188.9,2025-11-20 21:47:59,Cheque,f7979038-9f06-4ed6-92a9-0dfbe7b1af1e,Pagado
25,61,Penalización,248.81,2025-11-20 21:47:59,Cheque,2834fde5-4d8f-4495-bb90-5ea1a812855b,Pagado
49,24,Otro,426.94,2025-11-20 21:47:59,Transferencia,38266fa3-5055-4828-b20c-d2608fda1c41,Pagado
4,6,Clase Adicional,196.77,2025-11-20 21:47:59,Cheque,98d21ee3-a7c5-4d2d-8f68-15a613282849,Anulado
20,76,Membresía,470.32,2025-11-20 21:47:59,Efectivo,04f766d7-f11b-4edc-9d88-fad770dfbe4a,Anulado
93,82,Otro,426.88,2025-11-20 21:47:59,Transferencia,52415983-7110-4413-8eb4-6d5e884049bd,Pendiente
36,37,Otro,419.33,2025-11-20 21:47:59,Tarjeta,b4a5352b-b1b5-49d4-a3a7-cbed8201580d,Pagado
37,63,Membresía,251.39,2025-11-20 21:47:59,Efectivo,1caf6f67-7b79-4acb-9c11-a0b569332d5b,Pendiente
32,34,Membresía,425.01,2025-11-20 21:47:59,Efectivo,1626f661-bcaa-43db-9dab-3c500f96f672,Pendiente
29,52,Clase Adicional,132.01,2025-11-20 21:47:59,Transferencia,2a69c5fa-03b0-46af-8746-f2b5ff3f2917,Pagado
51,87,Membresía,384.44,2025-11-20 21:47:59,Transferencia,a41ad89a-31fd-4f1d-8d06-0bb3dbc8f31e,Anulado
14,36,Clase Adicional,60.47,2025-11-20 21:47:59,Transferencia,33481e6b-9b23-4ca6-bca2-58808f757d15,Pendiente
71,32,Clase Adicional,414.41,2025-11-20 21:47:59,Transferencia,09a1031a-96dd-4468-a83a-651eae5da6e1,Anulado
62,65,Penalización,35.38,2025-11-20 21:47:59,Efectivo,3288bd7e-6d1d-491f-98d1-45080bb8661b,Pagado
25,45,Otro,220.63,2025-11-20 21:47:59,Efectivo,0f882c7f-c283-49fd-a39a-130be86ecc1f,Anulado
97,89,Clase Adicional,425.5,2025-11-20 21:47:59,Tarjeta,976ba990-1b2f-4e15-8850-970c710f6ea4,Anulado
89,7,Otro,425.02,2025-11-20 21:47:59,Efectivo,b277414f-a371-40de-9009-ae2e33b94a17,Pendiente
66,68,Penalización,54.74,2025-11-20 21:47:59,Efectivo,ea20e31e-da77-4786-add5-834ebf317526,Anulado
35,14,Clase Adicional,162.07,2025-11-20 21:47:59,Efectivo,cf40921f-26c3-4b2a-b049-71e9ebd561f7,Pendiente
35,66,Penalización,324.88,2025-11-20 21:47:59,Cheque,e65e5cb3-2597-476e-9f1a-390369ab3a65,Pagado
69,87,Membresía,128.97,2025-11-20 21:47:59,Transferencia,5e1ffa7d-cc96-410b-9f47-480a404bda19,Anulado
49,1,Membresía,176.99,2025-11-20 21:47:59,Tarjeta,bcf9e53f-e130-4940-aa98-b3814f99de76,Pendiente
49,23,Clase Adicional,189.63,2025-11-20 21:47:59,Transferencia,03499aeb-10bd-4fe0-bbcb-3d84bf293634,Anulado
12,92,Otro,446.13,2025-11-20 21:47:59,Efectivo,1c0d48c5-b1aa-4ce2-81c4-5cb9c128fad6,Anulado
32,53,Membresía,173.02,2025-11-20 21:47:59,Tarjeta,ac460fb6-3216-45bb-8e55-5393677141c5,Pagado
65,6,Otro,371.73,2025-11-20 21:47:59,Cheque,be2a5b89-2836-45f5-8181-da9219bd83e2,Pendiente
73,99,Penalización,295.63,2025-11-20 21:47:59,Efectivo,2021846d-0e5f-4317-8ec9-476ccbb85ee5,Pagado
14,41,Membresía,121.03,2025-11-20 21:47:59,Transferencia,8faa6b02-afc5-4ddc-a215-397078289fff,Pendiente
40,48,Otro,175.62,2025-11-20 21:47:59,Tarjeta,958f75e6-43b1-4689-b458-b107be8bdd6a,Pagado
21,84,Clase Adicional,122.58,2025-11-20 21:47:59,Transferencia,e74e98d9-6a0f-43a1-95bf-81d22e0ddccb,Pendiente
42,46,Penalización,474.77,2025-11-20 21:47:59,Efectivo,57da1708-5712-45a1-804b-e5ae16d4208a,Pendiente
69,73,Penalización,106.64,2025-11-20 21:47:59,Efectivo,ef4837bb-5d9c-4e6e-bc59-c7e0420cd0d5,Pendiente
74,26,Otro,355.22,2025-11-20 21:47:59,Transferencia,625ad485-c86a-48cd-90fd-94f084120900,Anulado
51,46,Otro,113.65,2025-11-20 21:47:59,Transferencia,a7ed2c1f-8728-446e-8aab-320f2eba657b,Pagado
26,43,Otro,382.98,2025-11-20 21:47:59,Efectivo,645de694-715d-4dc7-84e2-21c4e01c55b9,Anulado
3,59,Membresía,248.92,2025-11-20 21:47:59,Efectivo,01c67dbf-c298-4ee3-a042-c8e23bbddf42,Pendiente
46,27,Membresía,392.99,2025-11-20 21:47:59,Efectivo,ecc0d570-94c3-4759-af07-7f43f54799ab,Anulado
39,86,Otro,290.41,2025-11-20 21:47:59,Transferencia,5146f877-f46d-4612-89b5-10b8dd817057,Pendiente
87,91,Membresía,480.38,2025-11-20 21:47:59,Transferencia,8bfbddbb-533b-40e8-a454-699a11cf505a,Anulado
16,22,Clase Adicional,350.71,2025-11-20 21:47:59,Cheque,8129c115-38e6-41a0-80a9-a834caee7e55,Pagado
36,71,Membresía,343.86,2025-11-20 21:47:59,Cheque,f32377cc-5c0c-4aeb-9f64-cbf7a792e76c,Pendiente
4,66,Membresía,25.77,2025-11-20 21:47:59,Tarjeta,94ad5ba8-8468-4106-9765-f255b4825bb9,Pagado
34,31,Membresía,454.05,2025-11-20 21:47:59,Cheque,c1187084-a63c-4205-9c02-811b927cbf88,Pagado
52,22,Membresía,351.11,2025-11-20 21:47:59,Cheque,52b6f392-15c1-4390-ba00-9171ac00e143,Anulado
37,15,Membresía,369.01,2025-11-20 21:47:59,Efectivo,a1cdb97b-c8af-473f-b10d-c70d6319f522,Pagado
51,45,Otro,449.89,2025-11-20 21:47:59,Cheque,e46f642d-7a4c-4f5e-b32c-1c9a68e22c85,Anulado
80,68,Otro,91.83,2025-11-20 21:47:59,Efectivo,907ebc06-168d-4195-bc7a-ea27eff22bd1,Anulado
88,67,Membresía,455.57,2025-11-20 21:47:59,Tarjeta,c2614bb9-72a6-42ec-bab1-77f8f14eb228,Anulado
26,71,Clase Adicional,438.92,2025-11-20 21:47:59,Cheque,b836bfc5-3531-41bb-8556-47058cdd517d,Pagado
14,17,Clase Adicional,138.75,2025-11-20 21:47:59,Transferencia,7d86d027-a3d1-4178-a620-6354d469f1b7,Pendiente
100,72,Clase Adicional,38.62,2025-11-20 21:47:59,Cheque,5e0278b6-24bb-4c5a-974f-b922b66e7575,Pagado
99,1,Otro,269.78,2025-11-20 21:47:59,Transferencia,a3d55f59-7d88-42aa-867c-9911c5a6b00d,Anulado
93,73,Otro,151.87,2025-11-20 21:47:59,Tarjeta,d6577bb7-37d5-4a6b-bb7a-19d9d38d69a7,Anulado
87,7,Otro,285.98,2025-11-20 21:47:59,Tarjeta,edd1a95f-dbde-4dbf-86ec-ef9f7d3f1dce,Anulado
46,6,Clase Adicional,12.29,2025-11-20 21:47:59,Tarjeta,3e1cb182-951c-46a7-8c0e-ad1f69be6715,Anulado
11,92,Clase Adicional,13.33,2025-11-20 21:47:59,Cheque,c919f1a8-77cb-409e-ad15-19b50f0485a1,Pagado
55,31,Membresía,357.76,2025-11-20 21:47:59,Transferencia,17e03c73-2649-47f5-a2d1-5a69c52fa4a4,Pagado
36,11,Clase Adicional,359.77,2025-11-20 21:47:59,Cheque,a4744e9a-76d9-41b0-8692-5d4866a8740c,Pendiente
69,87,Membresía,424.66,2025-11-20 21:47:59,Transferencia,ef5afb8b-936c-48b2-a17f-6dc5162b03ef,Pendiente
96,18,Penalización,18.22,2025-11-20 21:47:59,Efectivo,52e27071-b91b-46d4-85c4-d9240fa627ff,Pagado
73,20,Membresía,170.12,2025-11-20 21:47:59,Cheque,e4817fce-c1c1-48a4-8671-664928d04b9a,Anulado
54,75,Membresía,419.11,2025-11-20 21:47:59,Tarjeta,cda677e8-2869-4831-bb32-a8fb22c01cd1,Pagado
13,84,Penalización,261.91,2025-11-20 21:47:59,Tarjeta,6c686004-d45c-432f-b233-e255efd2f7a0,Anulado
18,11,Clase Adicional,332.35,2025-11-20 21:47:59,Transferencia,17544940-835b-4e49-99ef-7dccb0d5f26f,Pendiente
32,10,Penalización,186.68,2025-11-20 21:47:59,Transferencia,7d410997-daf7-4740-9af6-6e801c690600,Pagado
20,47,Penalización,492.61,2025-11-20 21:47:59,Tarjeta,78030d71-fcfa-474e-89f7-8693e708c7a3,Pagado
21,2,Membresía,469.46,2025-11-20 21:47:59,Cheque,021d22e2-ae24-48da-8aa3-fb413197daad,Pendiente
58,100,Membresía,106.78,2025-11-20 21:47:59,Transferencia,0236dcfc-a16d-44a8-a465-5904d638499c,Anulado
7,37,Clase Adicional,184.07,2025-11-20 21:47:59,Efectivo,b06a8815-5773-4800-bae7-a02f3ad39761,Anulado
89,50,Penalización,337.61,2025-11-20 21:47:59,Cheque,6f4f5215-f8b6-4dae-b1c5-6fd89ad50da9,Pendiente
92,57,Penalización,386.45,2025-11-20 21:47:59,Tarjeta,0c92c238-bc5b-4b21-b39e-3dc08baf3e32,Pagado
96,70,Clase Adicional,272.18,2025-11-20 21:47:59,Efectivo,eb4d4fe7-113b-41b2-88ea-d7a965fce944,Pagado
51,1,Membresía,299.65,2025-11-20 21:47:59,Transferencia,34401f6e-9822-43be-aea3-25a58dc21732,Anulado
8,69,Clase Adicional,382.5,2025-11-20 21:47:59,Efectivo,afead164-32ec-4d65-bdbb-e4556cd1250b,Pagado
99,69,Penalización,470.13,2025-11-20 21:47:59,Tarjeta,6114b45f-7972-42f0-92b3-0a6afe7dbc44,Pagado
87,27,Clase Adicional,430.73,2025-11-20 21:47:59,Transferencia,73f2b4f2-c234-46d0-8afc-39f918087c4e,Pagado
44,9,Otro,143.01,2025-11-20 21:47:59,Efectivo,5259fc4b-7d77-4997-84f5-c51a97fec3b5,Anulado
22,46,Otro,194.18,2025-11-20 21:47:59,Transferencia,7caf06b6-28f3-499c-beed-d2cc225f735c,Anulado
92,58,Otro,125.63,2025-11-20 21:47:59,Cheque,c3e9e2b9-5d5a-4336-bdce-b8e6c6aa365d,Pagado
27,99,Otro,223.59,2025-11-20 21:47:59,Cheque,1e382666-d810-44e7-872a-b74eb439665d,Pendiente
80,63,Otro,483.55,2025-11-20 21:47:59,Cheque,ea1351da-3a7a-45ff-a7ea-a195fdf4ece5,Anulado
58,19,Otro,115.81,2025-11-20 21:47:59,Efectivo,c32950d1-945a-4eb3-957d-fc3e388db88e,Pendiente
40,78,Clase Adicional,101.61,2025-11-20 21:47:59,Tarjeta,e9685fec-7516-4419-81b3-d6b688727517,Pagado
18,14,Otro,192.76,2025-11-20 21:47:59,Efectivo,96e975cc-21f3-4301-8d3b-b0089ae388e4,Anulado
77,63,Membresía,461.54,2025-11-20 21:47:59,Cheque,6c324fc2-c47a-4d4b-8ed8-201b55249df4,Pagado
25,59,Otro,123.02,2025-11-20 21:47:59,Cheque,08afed25-4501-466b-98b1-d7dc61000fb0,Pagado
21,1,Membresía,196.32,2025-11-20 21:47:59,Tarjeta,bdc3b690-87a5-447d-a89c-e131178ee422,Anulado
48,19,Membresía,256.89,2025-11-20 21:47:59,Tarjeta,a0d40342-6bc8-4b93-9e35-13075fe6cf93,Anulado
82,75,Otro,318.31,2025-11-20 21:47:59,Tarjeta,f1f00272-a3db-4f4c-9bc5-1bed26f4e19c,Pendiente
85,21,Clase Adicional,234.15,2025-11-20 21:47:59,Tarjeta,b7f76939-f2d1-4539-b753-7aea475321aa,Anulado
25,59,Otro,197.14,2025-11-20 21:47:59,Tarjeta,25320765-7977-4abf-b4be-8c64107a3482,Pendiente
1,8,Penalización,207.17,2025-11-20 21:47:59,Efectivo,dd7d439e-3fa8-4382-8bac-6456bb9bf379,Pagado
49,79,Clase Adicional,420.22,2025-11-20 21:47:59,Tarjeta,c7eb398a-0da9-4de7-bff6-75189636b217,Pagado
99,15,Penalización,360.24,2025-11-20 21:47:59,Tarjeta,28826670-56aa-4473-89ee-5778ebe7abc3,Anulado
59,64,Penalización,345.86,2025-11-20 21:47:59,Efectivo,f1ef6b66-f932-402e-8ced-741bd78caf97,Pagado
